trackid,track_name,composer,seconds,duracion,bytes,unitprice,albumid,album_title,artistid,artist_name,genreid,genre_name,mediatypeid,mediatype_name,last_update
1917,A Noite Do Meu Bem,Dolores Duran,220,03:40,7125225,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.196925+00
1918,Paisagem Na Janela,"Lô Borges, Fernando Brant",197,03:17,6523547,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.197983+00
1919,Cuitelinho,Folclore,209,03:29,6803970,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.199072+00
1920,Caxangá,"Milton Nascimento, Fernando Brant",245,04:05,8144179,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.201445+00
1921,Nos Bailes Da Vida,"Milton Nascimento, Fernando Brant",275,04:35,9126170,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.202701+00
1922,Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant",199,03:19,6542289,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.204081+00
1923,Brasil,"Milton Nascimento, Fernando Brant",155,02:35,5252560,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.20615+00
1924,Canção Do Novo Mundo,"Beto Guedes, Ronaldo Bastos",215,03:35,7032626,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.207335+00
1925,Um Gosto De Sol,"Milton Nascimento, Ronaldo Bastos",307,05:07,9893875,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.208419+00
1926,Solar,"Milton Nascimento, Fernando Brant",156,02:36,5098288,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.209471+00
1927,Para Lennon E McCartney,"Lô Borges, Márcio Borges, Fernando Brant",321,05:21,10626920,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.210521+00
1928,"Maria, Maria","Milton Nascimento, Fernando Brant",72,01:12,2371543,0.99,158,Milton Nascimento Ao Vivo,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.211558+00
1929,Minas,"Milton Nascimento, Caetano Veloso",152,02:32,4921056,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.212615+00
1930,"Fé Cega, Faca Amolada","Milton Nascimento, Ronaldo Bastos",278,04:38,9258649,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.213663+00
1931,Beijo Partido,Toninho Horta,229,03:49,7506969,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.214701+00
1932,Saudade Dos Aviões Da Panair (Conversando No Bar),"Milton Nascimento, Fernando Brant",268,04:28,8805088,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.216898+00
1933,Gran Circo,"Milton Nascimento, Márcio Borges",251,04:11,8237026,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.218134+00
1934,Ponta de Areia,"Milton Nascimento, Fernando Brant",272,04:32,8874285,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.219233+00
1935,Trastevere,"Milton Nascimento, Ronaldo Bastos",265,04:25,8708399,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.2204+00
1936,Idolatrada,"Milton Nascimento, Fernando Brant",286,04:46,9426153,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.22244+00
1937,Leila (Venha Ser Feliz),Milton Nascimento,209,03:29,6898507,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.223702+00
1938,Paula E Bebeto,"Milton Nascimento, Caetano Veloso",135,02:15,4583956,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.224837+00
1939,Simples,Nelson Angelo,133,02:13,4326333,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.225915+00
1940,Norwegian Wood,"John Lennon, Paul McCartney",413,06:53,13520382,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.226967+00
1941,Caso Você Queira Saber,"Beto Guedes, Márcio Borges",205,03:25,6787901,0.99,159,Minas,42,Milton Nascimento,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.228034+00
1942,Ace Of Spades,Clarke/Kilmister/Taylor,169,02:49,5523552,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.229089+00
1943,Love Me Like A Reptile,Clarke/Kilmister/Taylor,203,03:23,6616389,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.23015+00
1944,Shoot You In The Back,Clarke/Kilmister/Taylor,160,02:40,5175327,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.232449+00
1945,Live To Win,Clarke/Kilmister/Taylor,217,03:37,7102182,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.233711+00
1946,Fast And Loose,Clarke/Kilmister/Taylor,203,03:23,6643350,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.235214+00
1947,(We Are) The Road Crew,Clarke/Kilmister/Taylor,192,03:12,6283035,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.236444+00
1948,Fire Fire,Clarke/Kilmister/Taylor,164,02:44,5416114,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.237878+00
1949,Jailbait,Clarke/Kilmister/Taylor,213,03:33,6983609,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.239506+00
1950,Dance,Clarke/Kilmister/Taylor,158,02:38,5155099,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.240646+00
1951,Bite The Bullet,Clarke/Kilmister/Taylor,98,01:38,3195536,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.241717+00
1952,The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,258,04:18,8393310,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.242771+00
1953,The Hammer,Clarke/Kilmister/Taylor,168,02:48,5543267,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.243816+00
1954,Dirty Love,Clarke/Kilmister/Taylor,176,02:56,5805241,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.24486+00
1955,Please Don't Touch,Heath/Robinson,169,02:49,5557002,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.245894+00
1956,Emergency,Dufort/Johnson/McAuliffe/Williams,180,03:00,5828728,0.99,160,Ace Of Spades,106,Motörhead,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.248211+00
1957,Kir Royal,Mônica Marianno,234,03:54,7706552,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.249433+00
1958,O Que Vai Em Meu Coração,Mônica Marianno,255,04:15,8366846,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.250519+00
1959,Aos Leões,Mônica Marianno,234,03:54,7790574,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.251613+00
1960,Dois Índios,Mônica Marianno,219,03:39,7213072,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.252655+00
1961,Noite Negra,Mônica Marianno,206,03:26,6819584,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.253935+00
1962,Beijo do Olhar,Mônica Marianno,252,04:12,8369029,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.25602+00
1963,É Fogo,Mônica Marianno,194,03:14,6501520,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.257197+00
1964,Já Foi,Mônica Marianno,245,04:05,8094872,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.258275+00
1965,Só Se For Pelo Cabelo,Mônica Marianno,238,03:58,8006345,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.259342+00
1966,No Clima,Mônica Marianno,249,04:09,8362040,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.260385+00
1967,A Moça e a Chuva,Mônica Marianno,274,04:34,8929357,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.261422+00
1968,Demorou!,Mônica Marianno,39,00:39,1287083,0.99,161,Demorou...,108,Mônica Marianno,16,World,1,MPEG audio file,2023-01-04 12:05:37.263627+00
1969,Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266,04:26,8666786,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.264803+00
1970,Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269,04:29,8789966,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.26587+00
1971,"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270,04:30,8874814,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.266913+00
1972,Kickstart My Heart,Nikki Sixx,283,04:43,9237736,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.268258+00
1973,Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,276,04:36,9116997,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.269334+00
1974,Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,340,05:40,11184094,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.270655+00
1975,Dr. Feelgood,Mick Mars/Nikki Sixx,282,04:42,9281875,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.272789+00
1976,Same Ol' Situation,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,254,04:14,8283958,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.273982+00
1977,Home Sweet Home,Nikki Sixx/Tommy Lee/Vince Neil,236,03:56,7697538,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.275095+00
1978,Afraid,Nikki Sixx,248,04:08,8077464,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.276151+00
1979,Don't Go Away Mad (Just Go Away),Mick Mars/Nikki Sixx,279,04:39,9188156,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.277223+00
1980,Without You,Mick Mars/Nikki Sixx,268,04:28,8738371,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.279504+00
1981,Smokin' in The Boys Room,Cub Coda/Michael Lutz,206,03:26,6735408,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.280695+00
1982,Primal Scream,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,286,04:46,9421164,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.281801+00
1983,Too Fast For Love,Nikki Sixx,200,03:20,6580542,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.282858+00
1984,Looks That Kill,Nikki Sixx,240,04:00,7831122,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.283953+00
1985,Shout At The Devil,Nikki Sixx,221,03:41,7281974,0.99,162,Motley Crue Greatest Hits,109,Mötley Crüe,3,Metal,1,MPEG audio file,2023-01-04 12:05:37.285002+00
1986,Intro,Kurt Cobain,52,00:52,1688527,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.286056+00
1987,School,Kurt Cobain,160,02:40,5234885,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.287299+00
1988,Drain You,Kurt Cobain,215,03:35,7013175,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.289259+00
1989,Aneurysm,Nirvana,271,04:31,8862545,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.290482+00
1990,Smells Like Teen Spirit,Nirvana,287,04:47,9425215,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.291555+00
1991,Been A Son,Kurt Cobain,127,02:07,4170369,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.292628+00
1992,Lithium,Kurt Cobain,250,04:10,8148800,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.294802+00
1993,Sliver,Kurt Cobain,116,01:56,3784567,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.296021+00
1994,Spank Thru,Kurt Cobain,190,03:10,6186487,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.297092+00
1995,Scentless Apprentice,Nirvana,211,03:31,6898177,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.298156+00
1996,Heart-Shaped Box,Kurt Cobain,281,04:41,9210982,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.299198+00
1997,Milk It,Kurt Cobain,225,03:45,7406945,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.300213+00
1998,Negative Creep,Kurt Cobain,163,02:43,5354854,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.3013+00
1999,Polly,Kurt Cobain,149,02:29,4885331,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.302347+00
2000,Breed,Kurt Cobain,208,03:28,6759080,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.303465+00
2001,Tourette's,Kurt Cobain,115,01:55,3753246,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.305635+00
2002,Blew,Kurt Cobain,216,03:36,7096936,0.99,163,From The Muddy Banks Of The Wishkah [Live],110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.307264+00
2003,Smells Like Teen Spirit,Kurt Cobain,301,05:01,9823847,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.308363+00
2004,In Bloom,Kurt Cobain,254,04:14,8327077,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.31048+00
2005,Come As You Are,Kurt Cobain,219,03:39,7123357,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.311737+00
2006,Breed,Kurt Cobain,183,03:03,5984812,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.313133+00
2007,Lithium,Kurt Cobain,256,04:16,8404745,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.31439+00
2008,Polly,Kurt Cobain,177,02:57,5788407,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.315465+00
2009,Territorial Pissings,Kurt Cobain,143,02:23,4613880,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.316521+00
2010,Drain You,Kurt Cobain,223,03:43,7273440,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.317579+00
2011,Lounge Act,Kurt Cobain,156,02:36,5093635,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.318633+00
2012,Stay Away,Kurt Cobain,212,03:32,6956404,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.319721+00
2013,On A Plain,Kurt Cobain,196,03:16,6390635,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.321138+00
2014,Something In The Way,Kurt Cobain,230,03:50,7472168,0.99,164,Nevermind,110,Nirvana,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.322811+00
2015,Time,,96,01:36,3124455,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.323939+00
2016,P.S.Apareça,,209,03:29,6842244,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.326359+00
2017,Sangue Latino,,223,03:43,7354184,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.327549+00
2018,Folhas Secas,,161,02:41,5284522,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.328647+00
2019,Poeira,,267,04:27,8784141,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.329705+00
2020,Mágica,,233,03:53,7627348,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.330739+00
2021,Quem Mata A Mulher Mata O Melhor,,262,04:22,8640121,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.331798+00
2022,Mundaréu,,217,03:37,7158975,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.332843+00
2023,O Braço Da Minha Guitarra,,258,04:18,8469531,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.333882+00
2024,Deus,,284,04:44,9188110,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.334902+00
2025,Mãe Terra,,306,05:06,9949269,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.335934+00
2026,Às Vezes,,330,05:30,10706614,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.337278+00
2027,Menino De Rua,,329,05:29,10784595,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.339419+00
2028,Prazer E Fé,,214,03:34,7031383,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.342071+00
2029,Elza,,199,03:19,6517629,0.99,165,Compositores,111,O Terço,1,Rock,1,MPEG audio file,2023-01-04 12:05:37.343229+00
2030,Requebra,,240,04:00,8010811,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.344297+00
2031,Nossa Gente (Avisa Là),,188,03:08,6233201,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.345343+00
2032,Olodum - Alegria Geral,,233,03:53,7754245,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.346401+00
2033,Madagáscar Olodum,,252,04:12,8270584,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.347439+00
2034,Faraó Divindade Do Egito,,228,03:48,7523278,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.348482+00
2035,Todo Amor (Asas Da Liberdade),,245,04:05,8121434,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.34952+00
2036,Denúncia,,159,02:39,5327433,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.350558+00
2037,"Olodum, A Banda Do Pelô",,146,02:26,4900121,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.351584+00
2038,Cartao Postal,,211,03:31,7082301,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.352632+00
2039,Jeito Faceiro,,217,03:37,7233608,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.355093+00
2040,Revolta Olodum,,230,03:50,7557065,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.357686+00
2041,Reggae Odoyá,,224,03:44,7499807,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.359266+00
2042,Protesto Do Olodum (Ao Vivo),,206,03:26,6766104,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.360406+00
2043,Olodum - Smile (Instrumental),,235,03:55,7871409,0.99,166,Olodum,112,Olodum,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.361517+00
2044,Vulcão Dub - Fui Eu,Bi Ribeira/Herbert Vianna/João Barone,287,04:47,9495202,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.362571+00
2045,O Trem Da Juventude,Herbert Vianna,225,03:45,7507655,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.363663+00
2046,Manguetown,Chico Science/Dengue/Lúcio Maia,162,02:42,5382018,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.364716+00
2047,"Um Amor, Um Lugar",Herbert Vianna,184,03:04,6090334,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.365789+00
2048,Bora-Bora,Herbert Vianna,182,03:02,6036046,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.36683+00
2049,Vai Valer,Herbert Vianna,206,03:26,6899778,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.367894+00
2050,I Feel Good (I Got You) - Sossego,James Brown/Tim Maia,244,04:04,8091302,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.368957+00
2051,Uns Dias,Herbert Vianna,240,04:00,7931552,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.370125+00
2052,Sincero Breu,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,208,03:28,6921669,0.99,167,Acústico MTV,113,Os Paralamas Do Sucesso,7,Latin,1,MPEG audio file,2023-01-04 12:05:37.372647+00
