invoicelineid,invoiceid,trackid,unitprice,quantity,line_total,last_update
7907,2124,483,0.99,1,0.99,2023-01-04 12:05:53.224542+00
7908,2125,969,0.99,1,0.99,2023-01-04 12:05:53.22581+00
7909,2125,1292,0.99,1,0.99,2023-01-04 12:05:53.226427+00
7910,2126,932,0.99,1,0.99,2023-01-04 12:05:53.227016+00
7911,2126,1401,0.99,1,0.99,2023-01-04 12:05:53.227592+00
7912,2126,1123,0.99,1,0.99,2023-01-04 12:05:53.228168+00
7913,2126,1,0.99,1,0.99,2023-01-04 12:05:53.228743+00
7914,2127,832,0.99,1,0.99,2023-01-04 12:05:53.229312+00
7915,2127,421,0.99,1,0.99,2023-01-04 12:05:53.22988+00
7916,2127,804,0.99,1,0.99,2023-01-04 12:05:53.230448+00
7917,2127,1769,0.99,1,0.99,2023-01-04 12:05:53.231021+00
7918,2128,1149,0.99,1,0.99,2023-01-04 12:05:53.231596+00
7919,2128,2165,0.99,1,0.99,2023-01-04 12:05:53.232166+00
7920,2128,907,0.99,1,0.99,2023-01-04 12:05:53.232746+00
7921,2128,639,0.99,1,0.99,2023-01-04 12:05:53.233312+00
7922,2129,1018,0.99,1,0.99,2023-01-04 12:05:53.233882+00
7923,2130,176,0.99,1,0.99,2023-01-04 12:05:53.234451+00
7924,2130,1307,0.99,1,0.99,2023-01-04 12:05:53.235017+00
7925,2130,2063,0.99,1,0.99,2023-01-04 12:05:53.235593+00
7926,2130,1500,0.99,1,0.99,2023-01-04 12:05:53.23617+00
7927,2130,633,0.99,1,0.99,2023-01-04 12:05:53.236742+00
7928,2130,708,0.99,1,0.99,2023-01-04 12:05:53.237357+00
7929,2130,332,0.99,1,0.99,2023-01-04 12:05:53.240092+00
7930,2131,1373,0.99,1,0.99,2023-01-04 12:05:53.240911+00
7931,2131,1138,0.99,1,0.99,2023-01-04 12:05:53.241544+00
7932,2131,1656,0.99,1,0.99,2023-01-04 12:05:53.242133+00
7933,2131,278,0.99,1,0.99,2023-01-04 12:05:53.242725+00
7934,2132,1042,0.99,1,0.99,2023-01-04 12:05:53.243313+00
7935,2132,1946,0.99,1,0.99,2023-01-04 12:05:53.243892+00
7936,2133,582,0.99,1,0.99,2023-01-04 12:05:53.244484+00
7937,2134,1083,0.99,1,0.99,2023-01-04 12:05:53.245062+00
7938,2134,1897,0.99,1,0.99,2023-01-04 12:05:53.245632+00
7939,2135,1657,0.99,1,0.99,2023-01-04 12:05:53.246298+00
7940,2135,1015,0.99,1,0.99,2023-01-04 12:05:53.246913+00
7941,2135,2630,0.99,1,0.99,2023-01-04 12:05:53.247495+00
7942,2135,1265,0.99,1,0.99,2023-01-04 12:05:53.248165+00
7943,2135,15,0.99,1,0.99,2023-01-04 12:05:53.248799+00
7944,2136,2500,0.99,1,0.99,2023-01-04 12:05:53.249414+00
7945,2136,2778,0.99,1,0.99,2023-01-04 12:05:53.250001+00
7946,2136,944,0.99,1,0.99,2023-01-04 12:05:53.250578+00
7947,2137,2744,0.99,1,0.99,2023-01-04 12:05:53.251156+00
7948,2137,1799,0.99,1,0.99,2023-01-04 12:05:53.251725+00
7949,2137,2937,0.99,1,0.99,2023-01-04 12:05:53.252301+00
7950,2137,1222,0.99,1,0.99,2023-01-04 12:05:53.25287+00
7951,2138,1333,0.99,1,0.99,2023-01-04 12:05:53.255152+00
7952,2138,881,0.99,1,0.99,2023-01-04 12:05:53.256472+00
7953,2138,884,0.99,1,0.99,2023-01-04 12:05:53.257748+00
7954,2138,1131,0.99,1,0.99,2023-01-04 12:05:53.258378+00
7955,2138,1909,0.99,1,0.99,2023-01-04 12:05:53.258976+00
7956,2139,2240,0.99,1,0.99,2023-01-04 12:05:53.259556+00
7957,2139,321,0.99,1,0.99,2023-01-04 12:05:53.260146+00
7958,2139,1794,0.99,1,0.99,2023-01-04 12:05:53.260728+00
7959,2139,2126,0.99,1,0.99,2023-01-04 12:05:53.2613+00
7960,2139,1486,0.99,1,0.99,2023-01-04 12:05:53.261875+00
7961,2140,2672,0.99,1,0.99,2023-01-04 12:05:53.262445+00
7962,2140,2902,1.99,1,1.99,2023-01-04 12:05:53.263012+00
7963,2141,2911,1.99,1,1.99,2023-01-04 12:05:53.263601+00
7964,2141,2388,0.99,1,0.99,2023-01-04 12:05:53.26418+00
7965,2141,2720,0.99,1,0.99,2023-01-04 12:05:53.264748+00
7966,2141,62,0.99,1,0.99,2023-01-04 12:05:53.265319+00
7967,2142,1919,0.99,1,0.99,2023-01-04 12:05:53.265896+00
7968,2142,2710,0.99,1,0.99,2023-01-04 12:05:53.266473+00
7969,2143,927,0.99,1,0.99,2023-01-04 12:05:53.267626+00
7970,2144,1988,0.99,1,0.99,2023-01-04 12:05:53.268931+00
7971,2144,2748,0.99,1,0.99,2023-01-04 12:05:53.271852+00
7972,2144,31,0.99,1,0.99,2023-01-04 12:05:53.273337+00
7973,2144,2964,0.99,1,0.99,2023-01-04 12:05:53.274756+00
7974,2144,2094,0.99,1,0.99,2023-01-04 12:05:53.27548+00
7975,2145,2883,1.99,1,1.99,2023-01-04 12:05:53.276095+00
7976,2145,1275,0.99,1,0.99,2023-01-04 12:05:53.276694+00
7977,2145,1155,0.99,1,0.99,2023-01-04 12:05:53.277276+00
7978,2145,357,0.99,1,0.99,2023-01-04 12:05:53.277863+00
7979,2145,160,0.99,1,0.99,2023-01-04 12:05:53.278455+00
7980,2145,1651,0.99,1,0.99,2023-01-04 12:05:53.279031+00
7981,2146,1220,0.99,1,0.99,2023-01-04 12:05:53.279613+00
7982,2146,784,0.99,1,0.99,2023-01-04 12:05:53.280183+00
7983,2147,2686,0.99,1,0.99,2023-01-04 12:05:53.280753+00
7984,2147,1066,0.99,1,0.99,2023-01-04 12:05:53.281329+00
7985,2147,1164,0.99,1,0.99,2023-01-04 12:05:53.281897+00
7986,2148,2106,0.99,1,0.99,2023-01-04 12:05:53.282476+00
7987,2148,863,0.99,1,0.99,2023-01-04 12:05:53.28305+00
7988,2149,958,0.99,1,0.99,2023-01-04 12:05:53.283619+00
7989,2149,1401,0.99,1,0.99,2023-01-04 12:05:53.284197+00
7990,2150,1397,0.99,1,0.99,2023-01-04 12:05:53.286555+00
7991,2150,2810,0.99,1,0.99,2023-01-04 12:05:53.287375+00
7992,2150,1208,0.99,1,0.99,2023-01-04 12:05:53.287977+00
7993,2151,2229,0.99,1,0.99,2023-01-04 12:05:53.288745+00
7994,2152,1661,0.99,1,0.99,2023-01-04 12:05:53.289824+00
7995,2152,1240,0.99,1,0.99,2023-01-04 12:05:53.29059+00
7996,2152,1200,0.99,1,0.99,2023-01-04 12:05:53.291225+00
7997,2153,1754,0.99,1,0.99,2023-01-04 12:05:53.291812+00
7998,2153,1003,0.99,1,0.99,2023-01-04 12:05:53.292411+00
7999,2153,2710,0.99,1,0.99,2023-01-04 12:05:53.293014+00
8000,2153,2496,0.99,1,0.99,2023-01-04 12:05:53.293605+00
8001,2153,1420,0.99,1,0.99,2023-01-04 12:05:53.294191+00
8002,2154,165,0.99,1,0.99,2023-01-04 12:05:53.294777+00
8003,2154,1391,0.99,1,0.99,2023-01-04 12:05:53.295409+00
8004,2155,2111,0.99,1,0.99,2023-01-04 12:05:53.295996+00
8005,2155,1254,0.99,1,0.99,2023-01-04 12:05:53.296572+00
8006,2155,2174,0.99,1,0.99,2023-01-04 12:05:53.297177+00
8007,2155,1156,0.99,1,0.99,2023-01-04 12:05:53.297766+00
8008,2156,993,0.99,1,0.99,2023-01-04 12:05:53.298364+00
8009,2156,2623,0.99,1,0.99,2023-01-04 12:05:53.298937+00
8010,2156,1388,0.99,1,0.99,2023-01-04 12:05:53.299553+00
8011,2156,1713,0.99,1,0.99,2023-01-04 12:05:53.300139+00
8012,2157,1736,0.99,1,0.99,2023-01-04 12:05:53.302398+00
8013,2157,2377,0.99,1,0.99,2023-01-04 12:05:53.303142+00
8014,2157,2657,0.99,1,0.99,2023-01-04 12:05:53.304251+00
8015,2158,1342,0.99,1,0.99,2023-01-04 12:05:53.304911+00
8016,2158,1255,0.99,1,0.99,2023-01-04 12:05:53.305926+00
8017,2158,1070,0.99,1,0.99,2023-01-04 12:05:53.306756+00
8018,2158,344,0.99,1,0.99,2023-01-04 12:05:53.307444+00
8019,2158,1159,0.99,1,0.99,2023-01-04 12:05:53.308043+00
8020,2159,2638,0.99,1,0.99,2023-01-04 12:05:53.308622+00
8021,2160,2241,0.99,1,0.99,2023-01-04 12:05:53.309198+00
8022,2160,2160,0.99,1,0.99,2023-01-04 12:05:53.309778+00
8023,2160,1957,0.99,1,0.99,2023-01-04 12:05:53.310351+00
8024,2160,490,0.99,1,0.99,2023-01-04 12:05:53.310921+00
8025,2160,2955,0.99,1,0.99,2023-01-04 12:05:53.311545+00
8026,2160,2406,0.99,1,0.99,2023-01-04 12:05:53.312231+00
8027,2161,1035,0.99,1,0.99,2023-01-04 12:05:53.312824+00
8028,2161,2486,0.99,1,0.99,2023-01-04 12:05:53.313411+00
8029,2162,1742,0.99,1,0.99,2023-01-04 12:05:53.313991+00
8030,2162,768,0.99,1,0.99,2023-01-04 12:05:53.314558+00
8031,2163,2471,0.99,1,0.99,2023-01-04 12:05:53.315139+00
8032,2163,937,0.99,1,0.99,2023-01-04 12:05:53.315715+00
8033,2163,400,0.99,1,0.99,2023-01-04 12:05:53.317704+00
8034,2163,1409,0.99,1,0.99,2023-01-04 12:05:53.318456+00
8035,2164,1467,0.99,1,0.99,2023-01-04 12:05:53.319092+00
8036,2164,2431,0.99,1,0.99,2023-01-04 12:05:53.319685+00
8037,2165,404,0.99,1,0.99,2023-01-04 12:05:53.320267+00
8038,2166,349,0.99,1,0.99,2023-01-04 12:05:53.3209+00
8039,2167,1277,0.99,1,0.99,2023-01-04 12:05:53.321481+00
8040,2167,340,0.99,1,0.99,2023-01-04 12:05:53.322422+00
8041,2168,2783,0.99,1,0.99,2023-01-04 12:05:53.323307+00
8042,2169,1064,0.99,1,0.99,2023-01-04 12:05:53.323929+00
8043,2169,586,0.99,1,0.99,2023-01-04 12:05:53.324509+00
8044,2169,798,0.99,1,0.99,2023-01-04 12:05:53.325089+00
8045,2170,2777,0.99,1,0.99,2023-01-04 12:05:53.32576+00
8046,2170,591,0.99,1,0.99,2023-01-04 12:05:53.32637+00
8047,2170,2884,1.99,1,1.99,2023-01-04 12:05:53.326945+00
8048,2171,534,0.99,1,0.99,2023-01-04 12:05:53.327537+00
8049,2171,2642,0.99,1,0.99,2023-01-04 12:05:53.328114+00
8050,2171,1552,0.99,1,0.99,2023-01-04 12:05:53.328685+00
8051,2172,2619,0.99,1,0.99,2023-01-04 12:05:53.329261+00
8052,2172,1791,0.99,1,0.99,2023-01-04 12:05:53.329831+00
8053,2172,2935,0.99,1,0.99,2023-01-04 12:05:53.330404+00
8054,2173,1009,0.99,1,0.99,2023-01-04 12:05:53.33099+00
8055,2173,2812,0.99,1,0.99,2023-01-04 12:05:53.333177+00
8056,2173,672,0.99,1,0.99,2023-01-04 12:05:53.333937+00
8057,2173,1140,0.99,1,0.99,2023-01-04 12:05:53.334556+00
8058,2173,1801,0.99,1,0.99,2023-01-04 12:05:53.335146+00
8059,2174,1514,0.99,1,0.99,2023-01-04 12:05:53.335728+00
8060,2174,1750,0.99,1,0.99,2023-01-04 12:05:53.336309+00
8061,2174,1273,0.99,1,0.99,2023-01-04 12:05:53.336881+00
8062,2174,687,0.99,1,0.99,2023-01-04 12:05:53.337513+00
8063,2175,2604,0.99,1,0.99,2023-01-04 12:05:53.338094+00
8064,2175,1763,0.99,1,0.99,2023-01-04 12:05:53.338933+00
8065,2175,1266,0.99,1,0.99,2023-01-04 12:05:53.33986+00
8066,2175,2608,0.99,1,0.99,2023-01-04 12:05:53.340521+00
8067,2175,2079,0.99,1,0.99,2023-01-04 12:05:53.341099+00
8068,2176,1188,0.99,1,0.99,2023-01-04 12:05:53.341744+00
8069,2176,72,0.99,1,0.99,2023-01-04 12:05:53.342359+00
8070,2176,2259,0.99,1,0.99,2023-01-04 12:05:53.342938+00
8071,2177,1957,0.99,1,0.99,2023-01-04 12:05:53.343518+00
8072,2177,2709,0.99,1,0.99,2023-01-04 12:05:53.344097+00
8073,2177,1807,0.99,1,0.99,2023-01-04 12:05:53.344667+00
8074,2177,941,0.99,1,0.99,2023-01-04 12:05:53.345251+00
8075,2178,2436,0.99,1,0.99,2023-01-04 12:05:53.345824+00
8076,2178,1825,0.99,1,0.99,2023-01-04 12:05:53.346397+00
8077,2178,1624,0.99,1,0.99,2023-01-04 12:05:53.346967+00
8078,2179,1281,0.99,1,0.99,2023-01-04 12:05:53.350003+00
8079,2179,1392,0.99,1,0.99,2023-01-04 12:05:53.351198+00
8080,2179,1865,0.99,1,0.99,2023-01-04 12:05:53.352484+00
8081,2180,2920,1.99,1,1.99,2023-01-04 12:05:53.353128+00
8082,2180,1135,0.99,1,0.99,2023-01-04 12:05:53.35373+00
8083,2180,2485,0.99,1,0.99,2023-01-04 12:05:53.354368+00
8084,2180,2934,0.99,1,0.99,2023-01-04 12:05:53.355209+00
8085,2180,2352,0.99,1,0.99,2023-01-04 12:05:53.356309+00
8086,2180,1486,0.99,1,0.99,2023-01-04 12:05:53.357109+00
8087,2180,2480,0.99,1,0.99,2023-01-04 12:05:53.357855+00
8088,2180,1695,0.99,1,0.99,2023-01-04 12:05:53.358849+00
8089,2180,1444,0.99,1,0.99,2023-01-04 12:05:53.359664+00
8090,2181,1100,0.99,1,0.99,2023-01-04 12:05:53.360289+00
8091,2181,214,0.99,1,0.99,2023-01-04 12:05:53.360905+00
8092,2182,1316,0.99,1,0.99,2023-01-04 12:05:53.361508+00
8093,2182,2766,0.99,1,0.99,2023-01-04 12:05:53.362092+00
8094,2182,841,0.99,1,0.99,2023-01-04 12:05:53.362688+00
8095,2182,449,0.99,1,0.99,2023-01-04 12:05:53.364862+00
8096,2183,1420,0.99,1,0.99,2023-01-04 12:05:53.365637+00
8097,2183,916,0.99,1,0.99,2023-01-04 12:05:53.366518+00
8098,2183,1319,0.99,1,0.99,2023-01-04 12:05:53.367246+00
8099,2184,854,0.99,1,0.99,2023-01-04 12:05:53.367854+00
8100,2184,1846,0.99,1,0.99,2023-01-04 12:05:53.368444+00
8101,2185,2221,0.99,1,0.99,2023-01-04 12:05:53.369039+00
8102,2185,571,0.99,1,0.99,2023-01-04 12:05:53.369623+00
8103,2185,933,0.99,1,0.99,2023-01-04 12:05:53.370215+00
8104,2186,786,0.99,1,0.99,2023-01-04 12:05:53.37085+00
8105,2186,2342,0.99,1,0.99,2023-01-04 12:05:53.371437+00
8106,2187,387,0.99,1,0.99,2023-01-04 12:05:53.372876+00
8107,2187,1533,0.99,1,0.99,2023-01-04 12:05:53.37384+00
8108,2187,1976,0.99,1,0.99,2023-01-04 12:05:53.375034+00
8109,2188,2872,1.99,1,1.99,2023-01-04 12:05:53.375745+00
8110,2188,2764,0.99,1,0.99,2023-01-04 12:05:53.376354+00
8111,2188,112,0.99,1,0.99,2023-01-04 12:05:53.376949+00
8112,2188,354,0.99,1,0.99,2023-01-04 12:05:53.377539+00
8113,2189,2518,0.99,1,0.99,2023-01-04 12:05:53.378119+00
8114,2189,671,0.99,1,0.99,2023-01-04 12:05:53.378703+00
8115,2189,2907,1.99,1,1.99,2023-01-04 12:05:53.380853+00
8116,2190,896,0.99,1,0.99,2023-01-04 12:05:53.381642+00
8117,2190,1387,0.99,1,0.99,2023-01-04 12:05:53.382518+00
8118,2191,222,0.99,1,0.99,2023-01-04 12:05:53.383256+00
8119,2191,2074,0.99,1,0.99,2023-01-04 12:05:53.383906+00
8120,2191,824,0.99,1,0.99,2023-01-04 12:05:53.384524+00
8121,2192,2381,0.99,1,0.99,2023-01-04 12:05:53.385118+00
8122,2192,1551,0.99,1,0.99,2023-01-04 12:05:53.385708+00
8123,2192,1708,0.99,1,0.99,2023-01-04 12:05:53.386292+00
8124,2193,1832,0.99,1,0.99,2023-01-04 12:05:53.386877+00
8125,2194,2121,0.99,1,0.99,2023-01-04 12:05:53.38751+00
8126,2194,881,0.99,1,0.99,2023-01-04 12:05:53.388099+00
8127,2194,1572,0.99,1,0.99,2023-01-04 12:05:53.389754+00
8128,2195,1878,0.99,1,0.99,2023-01-04 12:05:53.391118+00
8129,2195,326,0.99,1,0.99,2023-01-04 12:05:53.392139+00
8130,2195,2422,0.99,1,0.99,2023-01-04 12:05:53.392951+00
8131,2195,1985,0.99,1,0.99,2023-01-04 12:05:53.393566+00
8132,2196,406,0.99,1,0.99,2023-01-04 12:05:53.394172+00
8133,2196,2429,0.99,1,0.99,2023-01-04 12:05:53.394759+00
8134,2197,1810,0.99,1,0.99,2023-01-04 12:05:53.397093+00
8135,2197,998,0.99,1,0.99,2023-01-04 12:05:53.398061+00
8136,2197,2821,1.99,1,1.99,2023-01-04 12:05:53.398915+00
8137,2197,1460,0.99,1,0.99,2023-01-04 12:05:53.399588+00
8138,2197,2153,0.99,1,0.99,2023-01-04 12:05:53.400218+00
8139,2198,561,0.99,1,0.99,2023-01-04 12:05:53.400805+00
8140,2198,935,0.99,1,0.99,2023-01-04 12:05:53.401398+00
8141,2198,921,0.99,1,0.99,2023-01-04 12:05:53.40199+00
8142,2198,1922,0.99,1,0.99,2023-01-04 12:05:53.402569+00
8143,2199,2872,1.99,1,1.99,2023-01-04 12:05:53.403153+00
8144,2199,535,0.99,1,0.99,2023-01-04 12:05:53.403741+00
8145,2200,1956,0.99,1,0.99,2023-01-04 12:05:53.404363+00
8146,2200,368,0.99,1,0.99,2023-01-04 12:05:53.405202+00
8147,2200,2462,0.99,1,0.99,2023-01-04 12:05:53.406651+00
8148,2201,2598,0.99,1,0.99,2023-01-04 12:05:53.407463+00
8149,2201,889,0.99,1,0.99,2023-01-04 12:05:53.408118+00
8150,2201,4,0.99,1,0.99,2023-01-04 12:05:53.408717+00
8151,2201,2245,0.99,1,0.99,2023-01-04 12:05:53.409301+00
8152,2202,286,0.99,1,0.99,2023-01-04 12:05:53.409887+00
8153,2202,2091,0.99,1,0.99,2023-01-04 12:05:53.410472+00
8154,2202,2317,0.99,1,0.99,2023-01-04 12:05:53.412655+00
8155,2203,731,0.99,1,0.99,2023-01-04 12:05:53.413428+00
8156,2204,2620,0.99,1,0.99,2023-01-04 12:05:53.414077+00
8157,2204,407,0.99,1,0.99,2023-01-04 12:05:53.414681+00
8158,2205,267,0.99,1,0.99,2023-01-04 12:05:53.415277+00
8159,2205,1445,0.99,1,0.99,2023-01-04 12:05:53.415866+00
8160,2205,2442,0.99,1,0.99,2023-01-04 12:05:53.416444+00
8161,2206,370,0.99,1,0.99,2023-01-04 12:05:53.417028+00
8162,2206,1299,0.99,1,0.99,2023-01-04 12:05:53.417655+00
8163,2206,107,0.99,1,0.99,2023-01-04 12:05:53.418235+00
8164,2206,1644,0.99,1,0.99,2023-01-04 12:05:53.41882+00
8165,2206,461,0.99,1,0.99,2023-01-04 12:05:53.419417+00
8166,2207,156,0.99,1,0.99,2023-01-04 12:05:53.419995+00
8167,2207,702,0.99,1,0.99,2023-01-04 12:05:53.420576+00
8168,2207,1684,0.99,1,0.99,2023-01-04 12:05:53.421218+00
8169,2208,429,0.99,1,0.99,2023-01-04 12:05:53.422221+00
8170,2208,1876,0.99,1,0.99,2023-01-04 12:05:53.42314+00
8171,2208,1141,0.99,1,0.99,2023-01-04 12:05:53.423849+00
8172,2208,1827,0.99,1,0.99,2023-01-04 12:05:53.424473+00
8173,2208,390,0.99,1,0.99,2023-01-04 12:05:53.425079+00
8174,2209,851,0.99,1,0.99,2023-01-04 12:05:53.425672+00
8175,2209,2758,0.99,1,0.99,2023-01-04 12:05:53.426259+00
8176,2209,884,0.99,1,0.99,2023-01-04 12:05:53.428712+00
8177,2209,1722,0.99,1,0.99,2023-01-04 12:05:53.429807+00
8178,2210,2496,0.99,1,0.99,2023-01-04 12:05:53.430513+00
8179,2210,1515,0.99,1,0.99,2023-01-04 12:05:53.431113+00
8180,2210,1483,0.99,1,0.99,2023-01-04 12:05:53.431696+00
8181,2210,425,0.99,1,0.99,2023-01-04 12:05:53.432281+00
8182,2211,1588,0.99,1,0.99,2023-01-04 12:05:53.432869+00
8183,2211,1769,0.99,1,0.99,2023-01-04 12:05:53.433441+00
8184,2211,2316,0.99,1,0.99,2023-01-04 12:05:53.434039+00
8185,2211,1260,0.99,1,0.99,2023-01-04 12:05:53.434621+00
8186,2212,975,0.99,1,0.99,2023-01-04 12:05:53.435193+00
8187,2212,1865,0.99,1,0.99,2023-01-04 12:05:53.435773+00
8188,2212,1142,0.99,1,0.99,2023-01-04 12:05:53.436346+00
8189,2213,216,0.99,1,0.99,2023-01-04 12:05:53.436921+00
8190,2213,315,0.99,1,0.99,2023-01-04 12:05:53.43752+00
8191,2214,2646,0.99,1,0.99,2023-01-04 12:05:53.43812+00
8192,2214,2219,0.99,1,0.99,2023-01-04 12:05:53.440963+00
8193,2214,420,0.99,1,0.99,2023-01-04 12:05:53.442031+00
8194,2215,1358,0.99,1,0.99,2023-01-04 12:05:53.442845+00
8195,2215,479,0.99,1,0.99,2023-01-04 12:05:53.443456+00
8196,2215,327,0.99,1,0.99,2023-01-04 12:05:53.444047+00
8197,2216,1182,0.99,1,0.99,2023-01-04 12:05:53.444633+00
8198,2216,1347,0.99,1,0.99,2023-01-04 12:05:53.445211+00
8199,2216,1472,0.99,1,0.99,2023-01-04 12:05:53.445788+00
8200,2216,2961,0.99,1,0.99,2023-01-04 12:05:53.446359+00
8201,2216,301,0.99,1,0.99,2023-01-04 12:05:53.446933+00
8202,2217,1711,0.99,1,0.99,2023-01-04 12:05:53.447509+00
8203,2217,378,0.99,1,0.99,2023-01-04 12:05:53.448106+00
8204,2217,2783,0.99,1,0.99,2023-01-04 12:05:53.448682+00
8205,2217,2461,0.99,1,0.99,2023-01-04 12:05:53.449259+00
8206,2218,617,0.99,1,0.99,2023-01-04 12:05:53.449831+00
8207,2218,1328,0.99,1,0.99,2023-01-04 12:05:53.450409+00
8208,2218,1066,0.99,1,0.99,2023-01-04 12:05:53.450979+00
8209,2218,539,0.99,1,0.99,2023-01-04 12:05:53.45155+00
8210,2219,774,0.99,1,0.99,2023-01-04 12:05:53.452123+00
8211,2219,1733,0.99,1,0.99,2023-01-04 12:05:53.45269+00
8212,2219,129,0.99,1,0.99,2023-01-04 12:05:53.453262+00
8213,2220,1179,0.99,1,0.99,2023-01-04 12:05:53.453834+00
8214,2220,1263,0.99,1,0.99,2023-01-04 12:05:53.456897+00
8215,2220,2100,0.99,1,0.99,2023-01-04 12:05:53.458023+00
8216,2221,199,0.99,1,0.99,2023-01-04 12:05:53.458658+00
8217,2221,582,0.99,1,0.99,2023-01-04 12:05:53.459267+00
8218,2221,1102,0.99,1,0.99,2023-01-04 12:05:53.459857+00
8219,2221,71,0.99,1,0.99,2023-01-04 12:05:53.460436+00
8220,2222,923,0.99,1,0.99,2023-01-04 12:05:53.461018+00
8221,2222,243,0.99,1,0.99,2023-01-04 12:05:53.4616+00
8222,2222,1194,0.99,1,0.99,2023-01-04 12:05:53.462187+00
8223,2222,1731,0.99,1,0.99,2023-01-04 12:05:53.462764+00
8224,2223,1572,0.99,1,0.99,2023-01-04 12:05:53.463338+00
8225,2223,1506,0.99,1,0.99,2023-01-04 12:05:53.463912+00
8226,2224,2784,0.99,1,0.99,2023-01-04 12:05:53.464491+00
8227,2224,443,0.99,1,0.99,2023-01-04 12:05:53.465063+00
8228,2224,1753,0.99,1,0.99,2023-01-04 12:05:53.465656+00
8229,2224,2073,0.99,1,0.99,2023-01-04 12:05:53.466234+00
8230,2225,1161,0.99,1,0.99,2023-01-04 12:05:53.466806+00
8231,2225,1521,0.99,1,0.99,2023-01-04 12:05:53.467384+00
8232,2226,1102,0.99,1,0.99,2023-01-04 12:05:53.467957+00
8233,2226,1271,0.99,1,0.99,2023-01-04 12:05:53.468527+00
8234,2226,200,0.99,1,0.99,2023-01-04 12:05:53.4691+00
8235,2226,271,0.99,1,0.99,2023-01-04 12:05:53.469686+00
8236,2226,1628,0.99,1,0.99,2023-01-04 12:05:53.472394+00
8237,2227,1031,0.99,1,0.99,2023-01-04 12:05:53.473541+00
8238,2228,90,0.99,1,0.99,2023-01-04 12:05:53.474221+00
8239,2228,613,0.99,1,0.99,2023-01-04 12:05:53.474833+00
8240,2228,1318,0.99,1,0.99,2023-01-04 12:05:53.475425+00
8241,2229,1192,0.99,1,0.99,2023-01-04 12:05:53.476021+00
8242,2229,1190,0.99,1,0.99,2023-01-04 12:05:53.476609+00
8243,2229,1914,0.99,1,0.99,2023-01-04 12:05:53.477192+00
8244,2230,212,0.99,1,0.99,2023-01-04 12:05:53.477768+00
8245,2230,2890,1.99,1,1.99,2023-01-04 12:05:53.478352+00
8246,2230,1933,0.99,1,0.99,2023-01-04 12:05:53.478927+00
8247,2231,882,0.99,1,0.99,2023-01-04 12:05:53.479504+00
8248,2231,519,0.99,1,0.99,2023-01-04 12:05:53.480076+00
8249,2231,703,0.99,1,0.99,2023-01-04 12:05:53.480645+00
8250,2231,2818,0.99,1,0.99,2023-01-04 12:05:53.481218+00
8251,2231,2592,0.99,1,0.99,2023-01-04 12:05:53.48179+00
8252,2232,1256,0.99,1,0.99,2023-01-04 12:05:53.482363+00
8253,2232,201,0.99,1,0.99,2023-01-04 12:05:53.482929+00
8254,2232,2645,0.99,1,0.99,2023-01-04 12:05:53.483494+00
8255,2233,2009,0.99,1,0.99,2023-01-04 12:05:53.484069+00
8256,2233,1911,0.99,1,0.99,2023-01-04 12:05:53.484641+00
8257,2233,1280,0.99,1,0.99,2023-01-04 12:05:53.485213+00
8258,2234,1175,0.99,1,0.99,2023-01-04 12:05:53.485786+00
8259,2234,2402,0.99,1,0.99,2023-01-04 12:05:53.488157+00
8260,2235,2835,1.99,1,1.99,2023-01-04 12:05:53.490096+00
8261,2235,2741,0.99,1,0.99,2023-01-04 12:05:53.491292+00
8262,2235,1355,0.99,1,0.99,2023-01-04 12:05:53.491909+00
8263,2235,2213,0.99,1,0.99,2023-01-04 12:05:53.492499+00
8264,2236,326,0.99,1,0.99,2023-01-04 12:05:53.493093+00
8265,2236,1342,0.99,1,0.99,2023-01-04 12:05:53.493677+00
8266,2236,730,0.99,1,0.99,2023-01-04 12:05:53.494255+00
8267,2237,2796,0.99,1,0.99,2023-01-04 12:05:53.494824+00
8268,2237,328,0.99,1,0.99,2023-01-04 12:05:53.495401+00
8269,2237,642,0.99,1,0.99,2023-01-04 12:05:53.495971+00
8270,2237,2165,0.99,1,0.99,2023-01-04 12:05:53.49655+00
8271,2237,790,0.99,1,0.99,2023-01-04 12:05:53.497121+00
8272,2238,1007,0.99,1,0.99,2023-01-04 12:05:53.497696+00
8273,2238,187,0.99,1,0.99,2023-01-04 12:05:53.498272+00
8274,2238,2963,0.99,1,0.99,2023-01-04 12:05:53.498848+00
8275,2238,196,0.99,1,0.99,2023-01-04 12:05:53.499415+00
8276,2239,874,0.99,1,0.99,2023-01-04 12:05:53.499991+00
8277,2239,635,0.99,1,0.99,2023-01-04 12:05:53.500558+00
8278,2239,2399,0.99,1,0.99,2023-01-04 12:05:53.501131+00
8279,2239,576,0.99,1,0.99,2023-01-04 12:05:53.50172+00
8280,2240,1889,0.99,1,0.99,2023-01-04 12:05:53.503967+00
8281,2240,656,0.99,1,0.99,2023-01-04 12:05:53.504922+00
8282,2240,1131,0.99,1,0.99,2023-01-04 12:05:53.505938+00
8283,2240,2631,0.99,1,0.99,2023-01-04 12:05:53.507195+00
8284,2241,2226,0.99,1,0.99,2023-01-04 12:05:53.507942+00
8285,2241,2682,0.99,1,0.99,2023-01-04 12:05:53.508548+00
8286,2242,2881,1.99,1,1.99,2023-01-04 12:05:53.509133+00
